split_id,expense_id,user_id,split_type,share_value,amount,currency,settlement_status,settled_at,updated_at
spl_1a9d8689,exp_106c8e04,usr_95d28a5d,equal,1,1817.93,INR,settled,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d74ecf1d,exp_106c8e04,usr_0382185a,equal,1,1817.93,INR,settled,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_197fa2da,exp_ee040ede,usr_bc9d20fa,equal,1,609.33,INR,settled,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_322dcc29,exp_e29d0bf2,usr_40edb5af,equal,1,216.58,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_742eb9a6,exp_e29d0bf2,usr_5f22c672,equal,1,216.59,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_1532feb6,exp_9890e612,usr_49c29e32,custom,1.3837,3206.34,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_6c193e16,exp_e453d4ee,usr_22e61dad,equal,1,647.87,INR,settled,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_705ddee8,exp_e453d4ee,usr_acbd09a0,equal,1,647.86,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b2518d4f,exp_e453d4ee,usr_48f9bd76,equal,1,647.86,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_582b1304,exp_daf46291,usr_ab49979e,shares,0.6466,4486.26,INR,settled,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_82cc968d,exp_72993fec,usr_51247360,custom,2.2209,6763.50,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a511a538,exp_437afc15,usr_4f7fc3a8,equal,1,2261.84,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1c98b6a1,exp_437afc15,usr_8317ab30,equal,1,2261.85,INR,settled,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f72e7250,exp_437afc15,usr_b831f448,equal,1,2261.85,INR,settled,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_ae4a8f97,exp_437afc15,usr_8f81432c,equal,1,2261.85,INR,settled,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_75a8f8c1,exp_5ac9ebc0,usr_e851fdeb,equal,1,790.72,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b7187f51,exp_5ac9ebc0,usr_5f1e6e1c,equal,1,790.72,INR,settled,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b6344a61,exp_5ac9ebc0,usr_ab81846d,equal,1,790.73,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_ecbceb41,exp_5ac9ebc0,usr_6043ede2,equal,1,790.73,INR,settled,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d2b802e1,exp_de897698,usr_0dc99bd5,percentage,1.2465,1264.81,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3bb44631,exp_fe182f5a,usr_abeaa148,shares,1.1268,2056.76,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_12b81607,exp_fe182f5a,usr_4cb26745,shares,1.0566,1928.55,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1e1e931f,exp_fe182f5a,usr_e10845c8,shares,1.4037,2562.15,INR,settled,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_aa4ef0d4,exp_fe182f5a,usr_de5d9e34,shares,1.676,3059.21,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_96d35f7c,exp_09f366ab,usr_247f37bf,custom,0.6239,1541.66,JPY,outstanding,,2026-08-18T10:00:00+05:30
spl_64547499,exp_bacc7d4c,usr_bc4b67f6,percentage,0.7346,118.74,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_38f78633,exp_bacc7d4c,usr_67de0711,percentage,1.0154,164.13,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1373677e,exp_bacc7d4c,usr_580a5fe8,percentage,1.1478,185.53,INR,settled,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_147c8b74,exp_99d33f6d,usr_70139660,equal,1,377.98,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_29153087,exp_f0e6d0c8,usr_1cfaf7a0,equal,1,2144.24,NPR,outstanding,,2026-08-18T10:00:00+05:30
spl_b60a0563,exp_9fbb499b,usr_bff7bdb8,equal,1,822.46,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_719902da,exp_a8008108,usr_7576a6e0,percentage,1.9034,501.40,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d4680465,exp_a8008108,usr_dc032205,percentage,2.0981,552.71,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c9a44aee,exp_e4330d85,usr_54e4f5fd,equal,1,8526.23,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_4b57c1ae,exp_498030bc,usr_13d8f6bd,percentage,1.3922,931.77,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_cf8034f3,exp_498030bc,usr_2808d36a,percentage,1.1069,740.80,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9dfa2f90,exp_fb275c31,usr_ea479c41,equal,1,1459.98,INR,settled,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_852d4c5d,exp_fb275c31,usr_1f2ffeef,equal,1,1459.98,INR,settled,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f9413e3d,exp_bcee68b3,usr_81dbf021,custom,1.5095,1769.43,NPR,settled,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_fe30588c,exp_37f2953b,usr_24e54a31,equal,1,236.41,THB,outstanding,,2026-08-18T10:00:00+05:30
spl_45ac9efb,exp_37f2953b,usr_108e6f0f,equal,1,236.41,THB,outstanding,,2026-08-18T10:00:00+05:30
spl_236dee5f,exp_1100abc7,usr_865c98a2,percentage,1.6713,54.39,QAR,outstanding,,2026-08-18T10:00:00+05:30
spl_4432bc36,exp_11dc9839,usr_0389057b,custom,1.8424,1071.73,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bb802845,exp_2c810a61,usr_72d88a70,percentage,0.5349,86923.58,IDR,outstanding,,2026-08-18T10:00:00+05:30
spl_2d1fec84,exp_2c810a61,usr_a6999f45,percentage,1.0335,167944.08,IDR,outstanding,,2026-08-18T10:00:00+05:30
spl_eeffbdb6,exp_c93d930d,usr_fae4d064,custom,1.702,50.73,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_30ad756a,exp_962b8cfa,usr_0b483652,equal,1,2240.85,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a41c00bb,exp_962b8cfa,usr_cb3be250,equal,1,2240.86,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9c4e9a78,exp_962b8cfa,usr_20ea4b19,equal,1,2240.86,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_fca9116f,exp_c1ecf83a,usr_b50df034,equal,1,6445.11,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3cab36e2,exp_3012a14e,usr_98a69060,percentage,2.3638,624.99,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_fb57ef5d,exp_1a76ffcd,usr_a25f0129,equal,1,1360.99,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c54d91da,exp_cab00626,usr_5bbebfef,equal,1,770.80,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9aea20a2,exp_b895cfc5,usr_08b8f8e9,equal,1,2674.00,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_54c0e415,exp_70c34bb6,usr_dce3bc90,equal,1,889.46,INR,settled,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d4359f31,exp_69e08648,usr_0dc68a1c,shares,2.476,2926.83,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2f4e7357,exp_69e08648,usr_410809ba,shares,2.1549,2547.31,INR,settled,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_cdb6d594,exp_3df302c2,usr_8e89346c,percentage,1.2013,2695.94,LKR,settled,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_e20f0b66,exp_0816e6ee,usr_e3e0cd9d,equal,1,1344.87,INR,settled,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_341ab7ad,exp_0cdb4ba1,usr_2c93ab7f,equal,1,1603.42,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a9a7ea68,exp_d5b1d057,usr_6479c45c,custom,1.3067,353.75,INR,settled,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_60837d4b,exp_d5b1d057,usr_a8caec17,custom,0.5422,146.79,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_122dc60e,exp_d5b1d057,usr_2bd5e70b,custom,2.1962,594.56,INR,settled,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_c7176350,exp_7eb0fa38,usr_de458aa5,equal,1,2087.42,BTN,outstanding,,2026-08-18T10:00:00+05:30
spl_b6fbba99,exp_8e1090e9,usr_74ed32ff,equal,1,92.17,INR,settled,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3648794b,exp_8e1090e9,usr_60c3a39a,equal,1,92.17,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a9a392ec,exp_8e1090e9,usr_a0f188fa,equal,1,92.18,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1f9f764c,exp_8e1090e9,usr_d0d42055,equal,1,92.18,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d6f99801,exp_2f3a0271,usr_1501196b,equal,1,1583.55,INR,settled,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f2915510,exp_3fb24008,usr_13d8f6bd,shares,2.3636,412.52,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d012b748,exp_3fb24008,usr_ee5c9717,shares,0.5776,100.82,INR,settled,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7c2b3ef3,exp_3fb24008,usr_57890fbe,shares,1.6384,285.94,INR,settled,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3b16e7c8,exp_3fb24008,usr_7e89b5af,shares,2.2643,395.18,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c33181c1,exp_9d5c1fd2,usr_1ef037a0,custom,1.9375,512.45,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d15e5635,exp_3d508b72,usr_d8cab59f,equal,1,52.48,INR,settled,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_1073657e,exp_3d508b72,usr_96a8d3c5,equal,1,52.47,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b120888f,exp_3d508b72,usr_9db3efff,equal,1,52.47,INR,settled,2026-08-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a4887095,exp_3d508b72,usr_3c2f4109,equal,1,52.47,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c9e25f3a,exp_1e8276ec,usr_d9d2bfaa,equal,1,448.58,INR,settled,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_425bd5a0,exp_1e8276ec,usr_8b3ba681,equal,1,448.57,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_fbe89ef8,exp_1e8276ec,usr_bc8d5d3b,equal,1,448.57,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_cc5c4d54,exp_1e8276ec,usr_e7722766,equal,1,448.57,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c40b9c7b,exp_a6247ac8,usr_40edb5af,shares,1.1912,271.78,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_7413845c,exp_a6247ac8,usr_5f22c672,shares,1.8284,417.17,INR,settled,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_323c488b,exp_6668b7de,usr_840ca16a,custom,1.266,1467.03,INR,settled,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0ec10350,exp_6668b7de,usr_c6f0707f,custom,1.5683,1817.31,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_188c7c66,exp_6668b7de,usr_949a215d,custom,0.7268,842.22,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c7fc726a,exp_6668b7de,usr_f94b1e02,custom,1.8815,2180.19,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_35977f93,exp_8c141d49,usr_62b3f8b8,equal,1,2250.55,INR,settled,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f24e74b9,exp_8b34ba02,usr_ddfd9a4a,percentage,0.7623,6526.03,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8db9928c,exp_715f57a9,usr_693c20b9,custom,1.9852,542.86,INR,settled,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_c8357142,exp_715f57a9,usr_d89a1dce,custom,2.1498,587.85,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bab30811,exp_715f57a9,usr_0e9166f0,custom,0.9405,257.18,INR,settled,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0022e67d,exp_715f57a9,usr_be1c9458,custom,1.4764,403.72,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_f7a502dd,exp_a81f753b,usr_87ae707a,equal,1,6241.21,JPY,settled,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_8de115ff,exp_ca5e7223,usr_247f37bf,equal,1,710.31,INR,settled,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a783f513,exp_b588e6d2,usr_7101a5b5,equal,1,13.12,CHF,settled,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2ab294cc,exp_32e7d2f0,usr_90afe18c,custom,2.1572,12.90,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_1e677374,exp_32e7d2f0,usr_5f3244b4,custom,1.1617,6.94,AED,settled,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f44a5608,exp_32e7d2f0,usr_78b510fb,custom,0.8125,4.86,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_d4931d0a,exp_32e7d2f0,usr_b8779399,custom,1.1936,7.14,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_b636b36d,exp_3cf073ed,usr_fa3a9dd6,equal,1,384.47,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a3107644,exp_3cf073ed,usr_b831f448,equal,1,384.48,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_941c77fe,exp_3cf073ed,usr_f96768fc,equal,1,384.48,INR,settled,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_79065826,exp_3cf073ed,usr_78afc45f,equal,1,384.48,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_56fa0756,exp_c220b8ac,usr_fc544c58,equal,1,1324.99,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3b39ae8c,exp_87c15e60,usr_8a0aaa50,equal,1,9706.22,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_6ff2bf09,exp_87c15e60,usr_cb3be250,equal,1,9706.23,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_7a2318e8,exp_87c15e60,usr_3190040f,equal,1,9706.23,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_d363239b,exp_b162d50c,usr_8cace6bd,equal,1,342.99,INR,settled,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_e95694a4,exp_b162d50c,usr_78bb2d82,equal,1,342.98,INR,settled,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f09dae91,exp_b162d50c,usr_6cdfb2c8,equal,1,342.98,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b79285ea,exp_b162d50c,usr_737d4dab,equal,1,342.98,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a761464c,exp_e6f4f9ea,usr_d59d0fa9,custom,1.1407,7026.27,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_34b72d01,exp_c4f33e98,usr_bc67142c,custom,1.6096,181.95,INR,settled,2026-07-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_cb116215,exp_c4f33e98,usr_464e9998,custom,1.8289,206.75,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_879a1aa0,exp_c4f33e98,usr_356f993d,custom,1.4569,164.69,INR,settled,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_61491ef8,exp_615b9990,usr_506012f1,custom,1.4902,434.49,INR,settled,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_599d460a,exp_615b9990,usr_d9b13621,custom,2.312,674.10,INR,settled,2026-06-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_9fd105bf,exp_615b9990,usr_f8162b43,custom,1.7839,520.13,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c13a7812,exp_615b9990,usr_6d4dd52b,custom,1.8124,528.44,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_eb8f3d0b,exp_deae3d56,usr_67ff2106,equal,1,9556.53,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_f22672b2,exp_6986e4a9,usr_424fbf1a,percentage,2.3508,2359.47,THB,settled,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d5aa9bc4,exp_6986e4a9,usr_bc4a9809,percentage,0.5189,520.82,THB,settled,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0bea5613,exp_bd3e4d51,usr_ee57ec9a,custom,2.3537,6666.06,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_7ef0683d,exp_b228ba26,usr_58d2b52f,percentage,1.9731,54.18,MVR,outstanding,,2026-08-18T10:00:00+05:30
spl_c6541837,exp_68a97e04,usr_4e65d08a,custom,2.456,4175.21,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_188563ce,exp_68a97e04,usr_e459a18c,custom,1.2908,2194.39,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b0deab62,exp_68a97e04,usr_633c636b,custom,1.7129,2911.93,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_80889449,exp_62412fe3,usr_c4dc3602,equal,1,6708.01,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_81f5b4ba,exp_c81c674e,usr_ab49979e,equal,1,1110.51,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_70d23740,exp_f41eb0cf,usr_74ed32ff,custom,0.6502,423.66,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8d88daed,exp_352efd5f,usr_9474016b,equal,1,591.02,INR,settled,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_82a57290,exp_352efd5f,usr_77cc5104,equal,1,591.02,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8694b65e,exp_352efd5f,usr_a352fc16,equal,1,591.02,INR,settled,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_02922bab,exp_5b7b08c7,usr_21700d8e,equal,1,2870.24,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5e30739c,exp_5b7b08c7,usr_e60873aa,equal,1,2870.23,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_638a0f13,exp_5b7b08c7,usr_3134253d,equal,1,2870.23,INR,settled,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2a77caac,exp_e0c64cc8,usr_7ad82b11,equal,1,550.61,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b87775d1,exp_32d619d0,usr_d1c73fb8,equal,1,94.92,MVR,outstanding,,2026-08-18T10:00:00+05:30
spl_72057cc0,exp_32d619d0,usr_7edfea3c,equal,1,94.92,MVR,outstanding,,2026-08-18T10:00:00+05:30
spl_bff9323d,exp_32d619d0,usr_e5bfa6cd,equal,1,94.92,MVR,outstanding,,2026-08-18T10:00:00+05:30
spl_f166cdde,exp_cea13457,usr_2bd5e70b,custom,2.4617,136.63,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_77b4aba9,exp_cea13457,usr_b9d5e7c6,custom,1.2168,67.53,INR,settled,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_6a69cc9b,exp_cea13457,usr_a352fc16,custom,1.3162,73.05,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_207287c4,exp_cea13457,usr_77cc5104,custom,0.9783,54.30,INR,settled,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_eeb96dae,exp_f6ec26da,usr_520d9624,custom,1.4391,1441.66,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e5814dd6,exp_f6ec26da,usr_053e7434,custom,2.1527,2156.41,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e32101c7,exp_d5f4c032,usr_a370271a,equal,1,1454.12,INR,settled,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_6ecb7dca,exp_d5f4c032,usr_0389057b,equal,1,1454.12,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_cd3d29a2,exp_5fd75df4,usr_35d340e3,equal,1,1072.52,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b7271b2f,exp_5fd75df4,usr_52de2228,equal,1,1072.52,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5f0946df,exp_6700acb6,usr_8add6423,custom,1.4079,2068.94,INR,settled,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b44648a9,exp_6700acb6,usr_2808d36a,custom,1.7401,2557.18,INR,settled,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_c5edffa4,exp_6700acb6,usr_d504f21d,custom,1.5128,2223.01,INR,written_off,,2026-08-18T10:00:00+05:30
spl_d510b130,exp_6700acb6,usr_6bf6f0c2,custom,2.0131,2958.35,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_7662cce6,exp_46ac28af,usr_65b43f7e,equal,1,5480.15,INR,settled,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_1f5e90f5,exp_403ff396,usr_2de68d4f,equal,1,382.37,INR,settled,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_976c94f9,exp_403ff396,usr_bedf358a,equal,1,382.38,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2da17cbd,exp_403ff396,usr_4caa1cc0,equal,1,382.38,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_24d1770d,exp_3cc81f78,usr_e3b9431c,equal,1,10.12,AED,settled,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_35ae1615,exp_368442ed,usr_492b38ba,equal,1,561.93,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_748f1747,exp_368442ed,usr_5f22c672,equal,1,561.94,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3388b103,exp_052aeb61,usr_d245dd5d,equal,1,21.87,SGD,outstanding,,2026-08-18T10:00:00+05:30
spl_0146b875,exp_e2b0b6fa,usr_fc544c58,equal,1,434.64,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1308b1ad,exp_2df71a62,usr_8a133f67,equal,1,1527.33,INR,settled,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_04da1821,exp_18f8350d,usr_4787696f,custom,1.6424,11.56,CHF,settled,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7276b366,exp_a381d2f5,usr_44604a9d,equal,1,534.69,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_224de831,exp_a381d2f5,usr_14ca6dc1,equal,1,534.70,INR,settled,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3a71f418,exp_a381d2f5,usr_1bd9093b,equal,1,534.70,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b05a2d87,exp_1c630af1,usr_76ac5087,equal,1,1839.86,INR,settled,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_959ad3f0,exp_8eee8e8b,usr_55a04c8d,equal,1,795.64,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bd8e04b3,exp_8eee8e8b,usr_0a7c6097,equal,1,795.64,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9cbcf484,exp_d80799c2,usr_824b14a8,equal,1,1971.08,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_cbe3b782,exp_80e0fc2b,usr_651a4d17,equal,1,375.05,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_7c34529d,exp_80e0fc2b,usr_62a77a41,equal,1,375.06,INR,settled,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_31cf706b,exp_d5100d13,usr_525b1d3c,equal,1,7681.68,INR,settled,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a7271afa,exp_bd89bec8,usr_d1a44892,equal,1,29.61,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_b9a54089,exp_cb81ec39,usr_db178dbf,equal,1,107.93,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1a54a572,exp_cb81ec39,usr_adfa8422,equal,1,107.92,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2d51c0e4,exp_cb81ec39,usr_7b03ee88,equal,1,107.92,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1e3c5afd,exp_857a1d0c,usr_8e84ba7a,custom,0.5802,367.09,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_122c43e0,exp_857a1d0c,usr_5f1e6e1c,custom,0.6517,412.32,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_474dfe13,exp_857a1d0c,usr_fedbd227,custom,1.8196,1151.20,INR,settled,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_6bd5839e,exp_857a1d0c,usr_65b43f7e,custom,2.4857,1572.64,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_308e4d88,exp_540f17e1,usr_56e18e71,percentage,2.0638,792.36,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_702d8ac4,exp_540f17e1,usr_5a747250,percentage,0.895,343.63,INR,settled,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_60fad139,exp_540f17e1,usr_52257a0a,percentage,1.8944,727.30,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8bed4dfd,exp_28e61ba7,usr_01d12bc2,equal,1,202.64,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2f366402,exp_28e61ba7,usr_7faf6134,equal,1,202.64,INR,settled,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_719cb182,exp_d5a52a6c,usr_0389057b,equal,1,1475.08,INR,written_off,,2026-08-18T10:00:00+05:30
spl_b21024c3,exp_418a9f55,usr_1cfaf7a0,percentage,1.7267,1890.36,NPR,outstanding,,2026-08-18T10:00:00+05:30
spl_9827eeb5,exp_efbf7be3,usr_0a31df91,equal,1,2090.53,INR,settled,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0fc22d24,exp_efbf7be3,usr_f7512c22,equal,1,2090.54,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c8b42ca3,exp_ab17379a,usr_8659fe93,equal,1,387.50,MVR,settled,2026-06-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_04bf0ded,exp_805a8310,usr_e076a69d,equal,1,1441.17,INR,settled,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_4ba4d995,exp_8e2e0a9c,usr_d20b2a69,custom,1.1997,857.60,INR,settled,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
