receipt_id,file_path,merchant_name_truth,total_amount_truth,currency_truth,date_truth,category_truth,line_items_truth,language,image_quality,dataset_split,updated_at
rcp_00ee7765,media/receipts/rcp_00ee7765.jpg,Anand Bhavan,1347.20,THB,2026-05-19,food,"[{""label"": ""Item"", ""amount"": ""426.74""}, {""label"": ""Tax"", ""amount"": ""573.65""}, {""label"": ""Ticket"", ""amount"": ""346.81""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_a7890a85,media/receipts/rcp_a7890a85.jpg,Anand Bhavan,120.00,INR,2026-02-06,transport,"[{""label"": ""Tax"", ""amount"": ""120.00""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_ee8d7b71,media/receipts/rcp_ee8d7b71.jpg,Hotel Kanchan,6400.00,INR,2026-03-11,accommodation,"[{""label"": ""Item"", ""amount"": ""6400.00""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_9f94eb8a,media/receipts/rcp_9f94eb8a.jpg,City Taxi Co-op,3200.00,INR,2026-07-25,shopping,"[{""label"": ""Tax"", ""amount"": ""589.68""}, {""label"": ""Tip"", ""amount"": ""1245.67""}, {""label"": ""Tip"", ""amount"": ""1364.65""}]",bn,skewed,eval,2026-08-18T10:00:00+05:30
rcp_1a702361,media/receipts/rcp_1a702361.jpg,Green Leaf Restaurant,6400.00,INR,2026-05-11,shopping,"[{""label"": ""Tax"", ""amount"": ""6400.00""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_355a8b83,media/receipts/rcp_355a8b83.jpg,Hotel Kanchan,768.00,NPR,2026-03-30,fees,"[{""label"": ""Item"", ""amount"": ""768.00""}]",en-IN,low_light,train,2026-08-18T10:00:00+05:30
rcp_97e10995,media/receipts/rcp_97e10995.jpg,Hotel Kanchan,480.00,INR,2026-06-21,shopping,"[{""label"": ""Tip"", ""amount"": ""113.51""}, {""label"": ""Service"", ""amount"": ""96.43""}, {""label"": ""Item"", ""amount"": ""150.61""}, {""label"": ""Tip"", ""amount"": ""119.45""}]",en-IN,low_light,train,2026-08-18T10:00:00+05:30
rcp_24fe3bca,media/receipts/rcp_24fe3bca.jpg,Anand Bhavan,950.00,INR,2026-06-30,activities,"[{""label"": ""Fare"", ""amount"": ""950.00""}]",ml,skewed,eval,2026-08-18T10:00:00+05:30
rcp_819ce564,media/receipts/rcp_819ce564.jpg,Sea Breeze Cafe,6400.00,INR,2026-04-22,misc,"[{""label"": ""Tip"", ""amount"": ""1764.43""}, {""label"": ""Ticket"", ""amount"": ""1489.71""}, {""label"": ""Fare"", ""amount"": ""1548.27""}, {""label"": ""Tax"", ""amount"": ""1597.59""}]",bn,low_light,train,2026-08-18T10:00:00+05:30
rcp_6a69120c,media/receipts/rcp_6a69120c.jpg,City Taxi Co-op,6400.00,INR,2026-07-15,shopping,"[{""label"": ""Fare"", ""amount"": ""1141.96""}, {""label"": ""Ticket"", ""amount"": ""1126.09""}, {""label"": ""Tip"", ""amount"": ""2141.32""}, {""label"": ""Item"", ""amount"": ""1990.63""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_6880981f,media/receipts/rcp_6880981f.jpg,Sea Breeze Cafe,1750.00,BTN,2026-06-09,activities,"[{""label"": ""Item"", ""amount"": ""865.51""}, {""label"": ""Ticket"", ""amount"": ""884.49""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_ba13f2a4,media/receipts/rcp_ba13f2a4.jpg,Blue Pottery Studio,260.00,INR,2026-07-13,shopping,"[{""label"": ""Tax"", ""amount"": ""99.91""}, {""label"": ""Tax"", ""amount"": ""160.09""}]",bn,low_light,eval,2026-08-18T10:00:00+05:30
rcp_35bbb93f,media/receipts/rcp_35bbb93f.jpg,Anand Bhavan,260.00,INR,2026-02-10,activities,"[{""label"": ""Item"", ""amount"": ""260.00""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_041aba1f,media/receipts/rcp_041aba1f.jpg,Blue Pottery Studio,480.00,INR,2026-04-03,fees,"[{""label"": ""Tax"", ""amount"": ""202.78""}, {""label"": ""Ticket"", ""amount"": ""277.22""}]",ml,low_light,train,2026-08-18T10:00:00+05:30
rcp_91fdd3d3,media/receipts/rcp_91fdd3d3.jpg,Heritage Museum Tickets,282.24,AED,2026-05-27,transport,"[{""label"": ""Tip"", ""amount"": ""282.24""}]",ta,skewed,train,2026-08-18T10:00:00+05:30
rcp_d5193682,media/receipts/rcp_d5193682.jpg,Blue Pottery Studio,120.00,INR,2026-05-14,activities,"[{""label"": ""Fare"", ""amount"": ""36.85""}, {""label"": ""Ticket"", ""amount"": ""17.82""}, {""label"": ""Fare"", ""amount"": ""32.34""}, {""label"": ""Tip"", ""amount"": ""32.99""}]",bn,clean,eval,2026-08-18T10:00:00+05:30
rcp_5bb955f4,media/receipts/rcp_5bb955f4.jpg,Blue Pottery Studio,950.00,INR,2026-04-01,activities,"[{""label"": ""Service"", ""amount"": ""159.76""}, {""label"": ""Item"", ""amount"": ""167.90""}, {""label"": ""Service"", ""amount"": ""622.34""}]",ml,crumpled,train,2026-08-18T10:00:00+05:30
rcp_1d5845bf,media/receipts/rcp_1d5845bf.jpg,Chai Point,3200.00,INR,2026-03-26,fees,"[{""label"": ""Tip"", ""amount"": ""3200.00""}]",ta,low_light,train,2026-08-18T10:00:00+05:30
rcp_6504865d,media/receipts/rcp_6504865d.jpg,Metro Auto Stand,120.00,INR,2026-04-20,fees,"[{""label"": ""Service"", ""amount"": ""54.16""}, {""label"": ""Tax"", ""amount"": ""19.75""}, {""label"": ""Tax"", ""amount"": ""23.66""}, {""label"": ""Tax"", ""amount"": ""22.43""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
